"","Age","Gender","Education.Level","Job.Title","Years.of.Experience","Salary","Country","Race","Senior"
"1956",33,"Female",1,"Full Stack Engineer",6,115000,"China","Chinese",0
"1957",45,"Male",3,"Project Engineer",NA,185000,"China","Korean",1
"1958",29,"Female",1,"Front end Developer",NA,90000,"UK","White",0
"1959",39,"Female",2,"Software Engineer Manager",12,160000,"China","Chinese",0
"1960",27,"Male",1,"Back end Developer",3,80000,"UK","White",0
"1961",49,"Male",3,"Project Engineer",17,195000,"UK","Welsh",1
"1962",32,"Female",2,"Full Stack Engineer",6,115000,"USA","African American",0
"1963",36,"Male",1,"Software Engineer Manager",8,135000,"UK","Mixed",0
"1964",27,"Male",1,"Front end Developer",2,65000,"China","White",0
"1965",43,"Female",3,"Project Engineer",14,190000,"USA","African American",1
"1966",34,"Male",2,"Back end Developer",8,140000,"USA","White",0
"1967",46,"Male",3,"Software Engineer Manager",16,185000,"Canada","Asian",0
"1968",33,"Female",1,"Full Stack Engineer",7,130000,"USA","Hispanic",0
"1969",30,"Female",2,"Front end Developer",5,105000,"UK","Asian",0
"1970",50,"Male",3,"Project Engineer",19,2e+05,"USA","White",1
"1971",30,"Male",1,"Back end Developer",NA,1e+05,"China","Korean",0
"1972",42,"Male",2,"Software Engineer Manager",13,NA,"Australia","Australian",0
"1973",33,"Female",1,"Full Stack Engineer",6,115000,"China","Chinese",0
"1974",45,"Male",3,"Project Engineer",16,185000,"Canada","Black",1
"1975",29,"Female",1,"Front end Developer",4,90000,"UK","Asian",0
"1976",39,"Female",2,"Software Engineer Manager",12,160000,"China","White",0
"1977",27,"Male",1,"Back end Developer",3,80000,"Australia","White",0
"1978",49,"Male",3,"Project Engineer",17,195000,"UK","Asian",1
"1979",32,"Female",2,"Full Stack Engineer",6,115000,"Canada","Asian",0
"1980",36,"Male",1,"NaN",8,135000,"UK","Mixed",0
"1981",27,"Male",1,"Front end Developer",2,65000,"UK","Mixed",0
"1982",43,"Female",3,"Project Engineer",14,190000,"Australia","Australian",1
"1983",34,"Male",2,"Back end Developer",8,140000,"Canada","White",0
"1984",46,"Male",3,"Software Engineer Manager",16,185000,"USA","White",0
"1985",33,"Female",1,"Full Stack Engineer",7,130000,"Canada","Asian",0
"1986",30,"Female",2,"Front end Developer",NA,105000,"Canada","White",0
"1987",50,"Male",3,"Project Engineer",19,2e+05,"USA","Hispanic",1
"1988",30,"Male",1,"Back end Developer",NA,1e+05,"Australia","White",0
"1989",42,"Male",2,"Software Engineer Manager",13,170000,"Canada","Black",0
"1990",33,"Female",1,"Full Stack Engineer",6,115000,"Australia","Australian",0
"1991",45,"Male",3,"Project Engineer",NA,185000,"Australia","Asian",1
"1992",29,"Female",1,"Front end Developer",4,90000,"UK","Asian",0
"1993",39,"Female",2,"Software Engineer Manager",12,160000,"UK","Asian",0
"1994",27,"Male",1,"Back end Developer",3,80000,"China","Chinese",0
"1995",49,"Male",3,"Project Engineer",17,195000,"USA","African American",1
"1996",32,"Female",2,"Full Stack Engineer",6,115000,"Australia","Asian",0
"1997",36,"Male",1,"Software Engineer Manager",8,NA,"China","Korean",0
"1998",27,"Male",1,"Front end Developer",2,65000,"Australia","Asian",0
"1999",43,"Female",3,"Project Engineer",14,190000,"UK","White",1
"2000",34,"Male",2,"Back end Developer",8,140000,"USA","Asian",0
"2001",46,"Male",3,"Software Engineer Manager",16,185000,"Australia","White",0
"2002",33,"Female",1,"Full Stack Engineer",NA,NA,"Canada","Black",0
"2003",30,"Female",2,"Front end Developer",5,105000,"Australia","Asian",0
"2004",50,"Male",3,"Project Engineer",NA,2e+05,"Canada","Asian",1
"2005",30,"Male",1,"Back end Developer",5,1e+05,"Canada","White",0
"2006",42,"Male",2,"Software Engineer Manager",13,170000,"UK","White",0
"2007",33,"Female",1,"Full Stack Engineer",NA,115000,"Australia","White",0
"2008",45,"Male",3,"Project Engineer",16,185000,"UK","Mixed",1
"2009",29,"Female",1,"Front end Developer",4,90000,"China","Korean",0
"2010",31,"Female",1,"Front end Developer",6,110000,"China","Chinese",0
"2011",37,"Male",2,"Software Engineer Manager",NA,150000,"Canada","Black",0
"2012",27,"Male",1,"Back end Developer",NA,80000,"USA","Hispanic",0
"2013",50,"Male",3,"Project Engineer",NA,195000,"Australia","White",1
"2014",32,"Female",2,"Full Stack Engineer",6,115000,"USA","White",0
"2015",36,"Male",1,"Software Engineer Manager",8,135000,"China","Korean",0
"2016",27,"Male",1,"Front end Developer",2,NA,"USA","Hispanic",0
"2017",43,"Female",3,"Project Engineer",NA,190000,"USA","African American",1
"2018",34,"Male",2,"Back end Developer",NA,140000,"UK","Welsh",0
"2019",46,"Male",3,"Software Engineer Manager",16,185000,"China","Korean",0
"2020",33,"Female",1,"NaN",7,130000,"Canada","Black",0
"2021",30,"Female",2,"Front end Developer",5,105000,"Canada","White",0
"2022",50,"Male",3,"Project Engineer",19,2e+05,"Australia","White",1
"2023",30,"Male",1,"Back end Developer",5,1e+05,"Canada","Black",0
"2024",42,"Male",2,"NaN",NA,170000,"Canada","Black",0
"2025",33,"Female",1,"Full Stack Engineer",6,115000,"Canada","Black",0
"2026",45,"Male",3,"Project Engineer",16,185000,"USA","White",1
"2027",29,"Female",1,"Front end Developer",4,90000,"USA","Asian",0
"2028",39,"Female",2,"Software Engineer Manager",12,160000,"Australia","Asian",0
"2029",27,"Male",1,"Back end Developer",3,80000,"China","Korean",0
"2030",49,"Male",3,"Project Engineer",17,195000,"Australia","Asian",1
"2031",32,"Female",2,"Full Stack Engineer",6,115000,"USA","African American",0
"2032",36,"Male",1,"Software Engineer Manager",8,135000,"China","Chinese",0
"2033",27,"Male",1,"Front end Developer",2,65000,"China","White",0
"2034",43,"Female",3,"Project Engineer",14,190000,"USA","Asian",1
"2035",34,"Male",2,"NaN",8,140000,"UK","Asian",0
"2036",46,"Male",3,"Software Engineer Manager",16,185000,"UK","Mixed",0
"2037",33,"Female",1,"Full Stack Engineer",7,NA,"China","Chinese",0
"2038",30,"Female",2,"Front end Developer",NA,105000,"UK","White",0
"2039",50,"Male",3,"Project Engineer",19,2e+05,"UK","Asian",1
"2040",30,"Male",1,"Back end Developer",5,1e+05,"China","White",0
"2041",42,"Male",2,"Software Engineer Manager",13,170000,"USA","White",0
"2042",33,"Female",1,"Full Stack Engineer",6,115000,"UK","Welsh",0
"2043",45,"Male",3,"Project Engineer",16,185000,"Australia","White",1
"2044",29,"Female",1,"Front end Developer",4,90000,"China","White",0
"2045",39,"Female",2,"Software Engineer Manager",12,160000,"USA","African American",0
"2046",27,"Male",1,"Back end Developer",3,NA,"USA","Hispanic",0
"2047",49,"Male",3,"Project Engineer",17,195000,"Canada","Black",1
"2048",32,"Female",2,"Full Stack Engineer",6,115000,"USA","African American",0
"2049",36,"Male",1,"Software Engineer Manager",8,135000,"Australia","Asian",0
"2050",27,"Male",1,"Front end Developer",2,65000,"China","White",0
"2051",43,"Female",3,"Project Engineer",14,190000,"Australia","White",1
"2052",34,"Male",2,"Back end Developer",8,NA,"UK","Welsh",0
"2053",46,"Male",3,"NaN",NA,185000,"China","Korean",0
"2054",33,"Female",1,"Full Stack Engineer",7,NA,"China","White",0
"2055",30,"Female",2,"Front end Developer",5,105000,"USA","African American",0
"2056",50,"Male",3,"Project Engineer",19,2e+05,"Canada","White",1
"2057",30,"Male",1,"Back end Developer",5,1e+05,"USA","Asian",0
"2058",42,"Male",2,"Software Engineer Manager",13,170000,"Australia","Asian",0
"2059",33,"Female",1,"Full Stack Engineer",6,115000,"Australia","Asian",0
"2060",45,"Male",3,"Project Engineer",16,185000,"Canada","Asian",1
"2061",29,"Female",1,"Front end Developer",4,90000,"USA","White",0
"2062",39,"Female",2,"Software Engineer Manager",12,160000,"Australia","Asian",0
"2063",27,"Male",1,"Back end Developer",3,80000,"Australia","Australian",0
"2064",49,"Male",3,"Project Engineer",17,195000,"USA","African American",1
"2065",32,"Female",2,"Full Stack Engineer",6,115000,"UK","Mixed",0
"2066",36,"Male",1,"Software Engineer Manager",8,135000,"Australia","White",0
"2067",27,"Male",1,"Front end Developer",2,65000,"Canada","Asian",0
"2068",43,"Female",3,"Project Engineer",14,190000,"Australia","White",1
"2069",34,"Male",2,"Back end Developer",8,140000,"Canada","Black",0
"2070",46,"Male",3,"Software Engineer Manager",16,185000,"China","Chinese",0
"2071",33,"Female",1,"Full Stack Engineer",7,130000,"USA","Hispanic",0
"2072",30,"Female",2,"Front end Developer",NA,105000,"China","White",0
"2073",50,"Male",3,"Project Engineer",19,2e+05,"Canada","Asian",1
"2074",30,"Male",1,"Back end Developer",5,1e+05,"China","Chinese",0
"2075",42,"Male",2,"Software Engineer Manager",13,NA,"Canada","Asian",0
"2076",33,"Female",1,"Full Stack Engineer",6,115000,"China","Korean",0
"2077",45,"Male",3,"Project Engineer",16,NA,"Canada","White",1
"2078",29,"Female",1,"Front end Developer",4,90000,"Canada","White",0
"2079",39,"Female",2,"Software Engineer Manager",12,160000,"UK","Welsh",0
"2080",27,"Male",1,"Back end Developer",3,NA,"USA","African American",0
"2081",49,"Male",3,"Project Engineer",17,195000,"UK","Asian",1
"2082",32,"Female",2,"Full Stack Engineer",6,115000,"China","Korean",0
"2083",36,"Male",1,"Software Engineer Manager",8,135000,"USA","African American",0
"2084",27,"Male",1,"Front end Developer",2,65000,"USA","African American",0
"2085",43,"Female",3,"Project Engineer",14,190000,"China","White",1
"2086",34,"Male",2,"Back end Developer",8,140000,"USA","African American",0
"2087",46,"Male",3,"Software Engineer Manager",16,185000,"Australia","Asian",0
"2088",33,"Female",1,"Full Stack Engineer",7,130000,"Canada","White",0
"2089",30,"Female",2,"NaN",5,105000,"China","Chinese",0
"2090",50,"Male",3,"NaN",19,2e+05,"Australia","White",1
"2091",30,"Male",1,"Back end Developer",5,1e+05,"Australia","Asian",0
"2092",42,"Male",2,"NaN",13,NA,"Canada","Asian",0
"2093",33,"Female",1,"Full Stack Engineer",6,115000,"UK","White",0
"2094",45,"Male",3,"Project Engineer",16,185000,"Australia","Asian",1
"2095",29,"Female",1,"Front end Developer",NA,NA,"UK","White",0
"2096",39,"Female",2,"Software Engineer Manager",12,160000,"Australia","White",0
"2097",27,"Male",1,"Back end Developer",3,80000,"China","White",0
"2098",49,"Male",3,"Project Engineer",17,NA,"China","White",1
"2099",32,"Female",2,"Full Stack Engineer",6,115000,"Australia","White",0
"2100",36,"Male",1,"Software Engineer Manager",8,135000,"Australia","White",0
"2101",27,"Male",1,"Front end Developer",NA,65000,"Canada","Black",0
"2102",43,"Female",3,"Project Engineer",14,190000,"China","Chinese",1
"2103",34,"Male",2,"Back end Developer",8,140000,"USA","Asian",0
"2104",46,"Male",3,"Software Engineer Manager",NA,NA,"China","Chinese",0
"2105",33,"Female",1,"Full Stack Engineer",7,130000,"Australia","Asian",0
"2106",30,"Female",2,"Front end Developer",5,105000,"China","White",0
"2107",50,"Male",3,"Project Engineer",19,2e+05,"Australia","White",1
"2108",30,"Male",1,"Back end Developer",5,1e+05,"UK","White",0
"2109",42,"Male",2,"Software Engineer Manager",NA,170000,"Australia","White",0
"2110",33,"Female",1,"Full Stack Engineer",NA,NA,"Canada","Black",0
"2111",45,"Male",3,"Project Engineer",16,185000,"UK","Asian",1
"2112",29,"Female",1,"Front end Developer",4,90000,"China","Chinese",0
"2113",39,"Female",2,"Software Engineer Manager",12,160000,"Australia","Australian",0
"2114",27,"Male",1,"Back end Developer",3,80000,"Australia","White",0
"2115",49,"Male",3,"Project Engineer",17,195000,"China","Korean",1
"2116",32,"Female",2,"Full Stack Engineer",6,115000,"China","White",0
"2117",36,"Male",1,"Software Engineer Manager",8,135000,"USA","African American",0
"2118",27,"Male",1,"Front end Developer",NA,65000,"China","White",0
"2119",43,"Female",3,"Project Engineer",14,190000,"USA","African American",1
"2120",34,"Male",2,"Back end Developer",8,140000,"Canada","White",0
"2121",46,"Male",3,"Software Engineer Manager",16,185000,"Australia","White",0
"2122",33,"Female",1,"Full Stack Engineer",7,130000,"UK","Asian",0
"2123",30,"Female",2,"NaN",5,105000,"Australia","Australian",0
"2124",50,"Male",3,"Project Engineer",19,2e+05,"Canada","Black",1
"2125",30,"Male",1,"Back end Developer",5,NA,"Canada","Asian",0
"2126",42,"Male",2,"Software Engineer Manager",13,170000,"Canada","White",0
"2127",33,"Female",1,"Full Stack Engineer",6,115000,"Australia","White",0
"2128",45,"Male",3,"Project Engineer",NA,185000,"UK","White",1
"2129",29,"Female",1,"Front end Developer",4,90000,"Australia","White",0
"2130",31,"Male",2,"Software Engineer Manager",8,130000,"Canada","Black",0
"2131",27,"Male",1,"Back end Developer",3,80000,"Australia","Asian",0
"2132",43,"Male",3,"Project Engineer",15,180000,"Canada","White",1
"2133",35,"Female",2,"Full Stack Engineer",8,140000,"Australia","Australian",0
"2134",42,"Male",1,"Software Engineer Manager",12,160000,"UK","Mixed",0
"2135",28,"Female",1,"Front end Developer",2,55000,"UK","Mixed",0
"2136",44,"Female",3,"Project Engineer",16,NA,"USA","African American",1
"2137",32,"Male",2,"Back end Developer",7,120000,"China","White",0
"2138",48,"Male",3,"Software Engineer Manager",18,2e+05,"UK","White",0
"2139",30,"Female",1,"Full Stack Engineer",5,NA,"China","Chinese",0
"2140",34,"Male",2,"Front end Developer",9,150000,"China","White",0
"2141",37,"Female",1,"Software Engineer Manager",11,170000,"USA","Asian",0
"2142",26,"Male",1,"Back end Developer",NA,65000,"Canada","Asian",0
"2143",49,"Female",3,"Project Engineer",19,210000,"China","Chinese",1
"2144",29,"Male",1,"Full Stack Engineer",4,90000,"UK","Welsh",0
"2145",41,"Male",2,"Software Engineer Manager",NA,180000,"USA","Asian",0
"2146",31,"Female",1,"Front end Developer",6,110000,"USA","Asian",0
"2147",37,"Male",2,"Software Engineer Manager",10,150000,"Australia","Australian",0
"2148",27,"Male",1,"Back end Developer",3,80000,"Australia","Asian",0
"2149",50,"Male",3,"Project Engineer",18,NA,"UK","Asian",1
"2150",32,"Female",2,"Full Stack Engineer",6,115000,"Australia","White",0
"2151",36,"Male",1,"Software Engineer Manager",8,135000,"USA","Asian",0
"2152",27,"Male",1,"NaN",2,65000,"Australia","Australian",0
"2153",43,"Female",3,"Project Engineer",NA,190000,"UK","Asian",1
"2154",34,"Male",2,"Back end Developer",8,140000,"Australia","White",0
"2155",46,"Male",3,"Software Engineer Manager",NA,185000,"USA","Hispanic",0
"2156",33,"Female",1,"Full Stack Engineer",7,NA,"USA","Asian",0
"2157",30,"Female",2,"Front end Developer",5,105000,"Canada","Asian",0
"2158",50,"Male",3,"Project Engineer",19,2e+05,"Australia","Australian",1
"2159",30,"Male",1,"Back end Developer",NA,1e+05,"China","Korean",0
"2160",42,"Male",2,"NaN",13,NA,"Australia","Asian",0
"2161",33,"Female",1,"Full Stack Engineer",6,115000,"China","Chinese",0
"2162",45,"Male",3,"Project Engineer",16,185000,"Canada","White",1
"2163",29,"Female",1,"Front end Developer",4,NA,"China","Korean",0
"2164",39,"Female",2,"Software Engineer Manager",12,160000,"Australia","Asian",0
"2165",27,"Male",1,"Back end Developer",NA,80000,"UK","White",0
"2166",49,"Male",3,"Project Engineer",17,NA,"UK","Asian",1
"2167",32,"Female",2,"Full Stack Engineer",6,115000,"Canada","Asian",0
"2168",36,"Male",1,"Software Engineer Manager",8,135000,"Canada","Asian",0
"2169",27,"Male",1,"Front end Developer",2,65000,"China","Chinese",0
"2170",43,"Female",3,"Project Engineer",14,190000,"UK","Mixed",1
"2171",34,"Male",2,"Back end Developer",8,140000,"Canada","White",0
"2172",46,"Male",3,"Software Engineer Manager",16,185000,"China","Korean",0
"2173",33,"Female",1,"Full Stack Engineer",7,130000,"Australia","Australian",0
"2174",30,"Female",2,"Front end Developer",5,105000,"Canada","Asian",0
"2175",50,"Male",3,"Project Engineer",19,2e+05,"Canada","White",1
"2176",30,"Male",1,"Back end Developer",5,1e+05,"USA","Asian",0
"2177",42,"Male",2,"Software Engineer Manager",NA,170000,"Canada","Asian",0
"2178",33,"Female",1,"Full Stack Engineer",6,115000,"Australia","Australian",0
"2179",45,"Male",3,"Project Engineer",16,185000,"UK","Asian",1
"2180",29,"Female",1,"Front end Developer",4,90000,"USA","Hispanic",0
"2181",39,"Female",2,"Software Engineer Manager",12,160000,"UK","White",0
"2182",27,"Male",1,"Back end Developer",NA,80000,"Canada","Asian",0
"2183",49,"Male",3,"Project Engineer",17,195000,"Canada","Asian",1
"2184",32,"Female",2,"Full Stack Engineer",6,115000,"USA","Asian",0
"2185",36,"Male",1,"Software Engineer Manager",8,NA,"China","White",0
"2186",27,"Male",1,"Front end Developer",NA,65000,"Australia","White",0
"2187",43,"Female",3,"Project Engineer",14,190000,"Australia","Asian",1
"2188",34,"Male",2,"Back end Developer",8,140000,"USA","Hispanic",0
"2189",46,"Female",3,"Project Engineer",16,185000,"China","White",1
"2190",33,"Male",1,"Full Stack Engineer",7,130000,"USA","White",0
"2191",30,"Male",2,"Front end Developer",5,105000,"China","White",0
"2192",50,"Male",3,"Software Engineer Manager",NA,210000,"Australia","Asian",0
"2193",31,"Male",1,"Back end Developer",6,95000,"China","Chinese",0
"2194",39,"Female",2,"Software Engineer Manager",11,170000,"Australia","White",0
"2195",27,"Male",1,"Front end Developer",2,65000,"China","White",0
"2196",44,"Female",3,"Project Engineer",16,190000,"Australia","Australian",1
"2197",32,"Male",2,"Back end Developer",NA,120000,"UK","Mixed",0
"2198",48,"Male",3,"Software Engineer Manager",NA,NA,"USA","White",0
"2199",30,"Female",1,"Full Stack Engineer",NA,1e+05,"UK","White",0
"2200",34,"Male",2,"Front end Developer",9,NA,"USA","Hispanic",0
"2201",37,"Female",1,"Software Engineer Manager",NA,170000,"Australia","Australian",0
"2202",26,"Male",1,"Back end Developer",2,65000,"UK","White",0
"2203",49,"Female",3,"Project Engineer",19,210000,"USA","Hispanic",1
"2204",29,"Male",1,"Full Stack Engineer",4,90000,"Australia","Asian",0
"2205",41,"Male",2,"Software Engineer Manager",14,180000,"UK","Asian",0
"2206",31,"Female",1,"Front end Developer",6,110000,"China","Chinese",0
"2207",37,"Male",2,"Software Engineer Manager",10,150000,"USA","African American",0
"2208",27,"Male",1,"Back end Developer",3,80000,"Canada","White",0
"2209",50,"Male",3,"Project Engineer",18,195000,"Canada","Asian",1
"2210",32,"Female",2,"Full Stack Engineer",6,115000,"USA","Asian",0
"2211",36,"Male",1,"Software Engineer Manager",NA,135000,"USA","Asian",0
"2212",27,"Male",1,"Front end Developer",2,65000,"UK","Asian",0
"2213",43,"Female",3,"Project Engineer",NA,190000,"China","Korean",1
"2214",34,"Male",2,"Back end Developer",8,140000,"UK","White",0
